periodo,temporalidad,fuente,area,calibre_ml,sabor,volumen_cc,clientes_con_compra,stock_cc,volumen_fytd_cc,wd_pct,nd_pct,datos_anonimizados,unidad_volumen,base_indice
202603,LM,logyt,TOTAL,1000,TOTAL_DRL,2541.4842917863243,,,,,,False,CC,
202603,LM,logyt,TOTAL,1000,VODKA,924.6387334396139,,,,,,False,CC,
202604,LM,logyt,TOTAL,473,LIMON,1711.6684416217372,,,,,,False,CC,
202604,LM,logyt,TOTAL,473,TOTAL_DRL,4539.672758279918,,,,,,False,CC,
202604,LM,logyt,TOTAL,473,VODKA,1035.163162328074,,,,,,False,CC,
202604,LM,logyt,TOTAL,1000,GREEN_APPLE,100.40751675345636,,,,,,False,CC,
202604,LM,logyt,TOTAL,1000,LIMON,770.2317167646193,,,,,,False,CC,
202604,LM,logyt,TOTAL,1000,RED_BERRIES,138.4608333480223,,,,,,False,CC,
202604,LM,logyt,TOTAL,1000,TOTAL_DRL,2448.8124001282104,,,,,,False,CC,
202604,LM,logyt,TOTAL,1000,VODKA,861.7706997428663,,,,,,False,CC,
202605,LM,logyt,TOTAL,473,LIMON,1565.9088956924702,,,,,,False,CC,
202605,LM,logyt,TOTAL,473,TOTAL_DRL,3918.7782707648894,,,,,,False,CC,
202605,LM,logyt,TOTAL,473,VODKA,957.1700002681516,,,,,,False,CC,
202605,LM,logyt,TOTAL,1000,GREEN_APPLE,105.89032520540067,,,,,,False,CC,
202605,LM,logyt,TOTAL,1000,LIMON,611.3856754813664,,,,,,False,CC,
202605,LM,logyt,TOTAL,1000,RED_BERRIES,134.1274917201763,,,,,,False,CC,
202605,LM,logyt,TOTAL,1000,TOTAL_DRL,2041.9526101971742,,,,,,False,CC,
202605,LM,logyt,TOTAL,1000,VODKA,729.5852257936936,,,,,,False,CC,
202606,LM,logyt,TOTAL,473,LIMON,1866.7509664497368,,,,,,False,CC,
202606,LM,logyt,TOTAL,473,TOTAL_DRL,4436.704895480778,,,,,,False,CC,
202606,LM,logyt,TOTAL,473,VODKA,892.8127373306434,,,,,,False,CC,
202606,LM,logyt,TOTAL,1000,GREEN_APPLE,97.97428333386833,,,,,,False,CC,
202606,LM,logyt,TOTAL,1000,LIMON,728.5181667652661,,,,,,False,CC,
202606,LM,logyt,TOTAL,1000,RED_BERRIES,159.61343338604368,,,,,,False,CC,
202606,LM,logyt,TOTAL,1000,TOTAL_DRL,2370.2079251326377,,,,,,False,CC,
202606,LM,logyt,TOTAL,1000,VODKA,827.2669415433558,,,,,,False,CC,
202607,LM,logyt,TOTAL,473,GREEN_APPLE,0.0,,,,,,False,CC,
202607,LM,logyt,TOTAL,473,LIMON,2434.4853413559044,,,,,,False,CC,
202607,LM,logyt,TOTAL,473,RED_BERRIES,0.0,,,,,,False,CC,
202607,LM,logyt,TOTAL,473,TOTAL_DRL,5821.391220274778,,,,,,False,CC,
202607,LM,logyt,TOTAL,473,VODKA,1386.3308538940394,,,,,,False,CC,
202607,LM,logyt,TOTAL,1000,GREEN_APPLE,171.97815834063465,,,,,,False,CC,
202607,LM,logyt,TOTAL,1000,LIMON,893.3194417924003,,,,,,False,CC,
202607,LM,logyt,TOTAL,1000,RED_BERRIES,163.7726500801122,,,,,,False,CC,
202607,LM,logyt,TOTAL,1000,TOTAL_DRL,3064.8031080045334,,,,,,False,CC,
202607,LM,logyt,TOTAL,1000,VODKA,1119.2951160459722,,,,,,False,CC,
202608,LM,logyt,TOTAL,473,GREEN_APPLE,109.73757506068827,,,,,,False,CC,
202608,LM,logyt,TOTAL,473,LIMON,2148.2825952384997,,,,,,False,CC,
202608,LM,logyt,TOTAL,473,RED_BERRIES,199.9027210230313,,,,,,False,CC,
202608,LM,logyt,TOTAL,473,TOTAL_DRL,4963.165116165453,,,,,,False,CC,
202608,LM,logyt,TOTAL,473,VODKA,993.2584665613963,,,,,,False,CC,
202608,LM,logyt,TOTAL,1000,GREEN_APPLE,131.34577496085967,,,,,,False,CC,
202608,LM,logyt,TOTAL,1000,LIMON,768.5665671448227,,,,,,False,CC,
202608,LM,logyt,TOTAL,1000,RED_BERRIES,164.429283371972,,,,,,False,CC,
202608,LM,logyt,TOTAL,1000,TOTAL_DRL,2652.253825104339,,,,,,False,CC,
202608,LM,logyt,TOTAL,1000,VODKA,1028.9096414381665,,,,,,False,CC,
